"key","additionalProperties","availability","brand","breadcrumbs","canonicalUrl","color","description","descriptionHtml","images","mainImage","material","metadata","name","size","sku","style","url"
"","{""name"":""grade"",""value"":""4""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Rebecca""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Rebecca - 40"",""url"":""https://www.iconuph.com/products/rebecca-40""}","https://www.iconuph.com/products/rebecca-40","","☆ Performance

Grade 4
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>4</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Rebecca-40.jpg?v=1728318261&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Rebecca-40.jpg?v=1728318261&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:22:56Z"",""probability"":0.9665635824}","Rebecca - 40","4","7995459600570","","https://www.iconuph.com/products/rebecca-40"
"","{""name"":""grade"",""value"":""3""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Sensation""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Sensation - Cream"",""url"":""https://www.iconuph.com/products/sensation-cream""}","https://www.iconuph.com/products/sensation-cream","","Grade 3
Type Chenille
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>3</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Sensation-Cream.jpg?v=1713291993&width=3493""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Sensation-Cream.jpg?v=1713291993&width=3493""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:22:56Z"",""probability"":0.977737546}","Sensation - Cream","","7319194173626","","https://www.iconuph.com/products/sensation-cream"
"","{""name"":""grade"",""value"":""5""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""61% Poly, 34% Repreve Poly, 5% Nylon""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Roxboro""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Roxboro - Frost"",""url"":""https://www.iconuph.com/products/roxboro-frost""}","https://www.iconuph.com/products/roxboro-frost","","☆ Performance

Grade 5
Type Chenille
Content 61% Poly, 34% Repreve Poly, 5% Nylon
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>5</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>61% Poly, 34% Repreve Poly, 5% Nylon</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Roxboro-Frost.jpg?v=1713291490&width=3551""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Roxboro-Frost.jpg?v=1713291490&width=3551""}","61% Poly, 34% Repreve Poly, 5% Nylon","{""dateDownloaded"":""2026-01-26T15:22:57Z"",""probability"":0.9876309037}","Roxboro - Frost","5","6985366077626","","https://www.iconuph.com/products/roxboro-frost"
"","{""name"":""grade"",""value"":""5""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""61% Poly, 34% Repreve Poly, 5% Nylon""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Roxboro""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Roxboro - Pebble"",""url"":""https://www.iconuph.com/products/roxboro-pebble""}","https://www.iconuph.com/products/roxboro-pebble","","☆ Performance

Grade 5
Type Chenille
Content 61% Poly, 34% Repreve Poly, 5% Nylon
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>5</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>61% Poly, 34% Repreve Poly, 5% Nylon</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Roxboro-Pebble.jpg?v=1713291506&width=3531""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Roxboro-Pebble.jpg?v=1713291506&width=3531""}","61% Poly, 34% Repreve Poly, 5% Nylon","{""dateDownloaded"":""2026-01-26T15:23:00Z"",""probability"":0.9795223475}","Roxboro - Pebble","5","6985366175930","","https://www.iconuph.com/products/roxboro-pebble"
"","{""name"":""grade"",""value"":""1""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Salsalito""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Salsalito - Zinc"",""url"":""https://www.iconuph.com/products/salsalito-zinc""}","https://www.iconuph.com/products/salsalito-zinc","","Grade 1
Type Chenille
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>1</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Salsalito-Zinc.jpg?v=1713291725&width=3515""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Salsalito-Zinc.jpg?v=1713291725&width=3515""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:23:02Z"",""probability"":0.9604201317}","Salsalito - Zinc","1","6985375285434","","https://www.iconuph.com/products/salsalito-zinc"
"","{""name"":""grade"",""value"":""3""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Sensation""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Sensation - Copper"",""url"":""https://www.iconuph.com/products/sensation-copper""}","https://www.iconuph.com/products/sensation-copper","","Grade 3
Type Chenille
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>3</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Sensation-Copper.jpg?v=1713291976&width=3486""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Sensation-Copper.jpg?v=1713291976&width=3486""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:23:04Z"",""probability"":0.980882585}","Sensation - Copper","","7319194140858","","https://www.iconuph.com/products/sensation-copper"
"","{""name"":""grade"",""value"":""4""},{""name"":""type"",""value"":""Velvet""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Rebecca""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Rebecca - 41"",""url"":""https://www.iconuph.com/products/rebecca-41""}","https://www.iconuph.com/products/rebecca-41","","☆ Performance

Grade 4
Type Velvet
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>4</td></tr>
  <tr><th>Type</th><td>Velvet</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Rebecca-41.jpg?v=1728318265&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Rebecca-41.jpg?v=1728318265&width=1800""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:23:04Z"",""probability"":0.9662299156}","Rebecca - 41","4","7995459633338","","https://www.iconuph.com/products/rebecca-41"
"","{""name"":""grade"",""value"":""1""},{""name"":""type"",""value"":""Chenille""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Salsalito""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Salsalito - Pebble"",""url"":""https://www.iconuph.com/products/salsalito-pebble""}","https://www.iconuph.com/products/salsalito-pebble","","Grade 1
Type Chenille
Content 100% Polyester
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<table><tbody><tr><th>Grade</th><td>1</td></tr>
  <tr><th>Type</th><td>Chenille</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Salsalito-Pebble.jpg?v=1713291710&width=3478""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Salsalito-Pebble.jpg?v=1713291710&width=3478""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:23:06Z"",""probability"":0.9631848335}","Salsalito - Pebble","1","6985375252666","","https://www.iconuph.com/products/salsalito-pebble"
"","{""name"":""grade"",""value"":""5""},{""name"":""type"",""value"":""Plush""},{""name"":""content"",""value"":""100% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Ringo""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Ringo - Cream"",""url"":""https://www.iconuph.com/products/ringo-cream""}","https://www.iconuph.com/products/ringo-cream","","☆ Performance

Grade 5
Type Plush
Content 100% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>5</td></tr>
  <tr><th>Type</th><td>Plush</td></tr>
  <tr><th>Content</th><td>100% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Ringo-Cream.jpg?v=1729527159&width=1200""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Ringo-Cream.jpg?v=1729527159&width=1200""}","100% Polyester","{""dateDownloaded"":""2026-01-26T15:23:10Z"",""probability"":0.984349668}","Ringo - Cream","5","7995460026554","","https://www.iconuph.com/products/ringo-cream"
"","{""name"":""grade"",""value"":""9""},{""name"":""type"",""value"":""Bouclé""},{""name"":""content"",""value"":""85% Polyester, 15% Acrylic""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Quinn""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Quinn - Sand"",""url"":""https://www.iconuph.com/products/quinn-sand""}","https://www.iconuph.com/products/quinn-sand","","☆ Performance

Grade 9
Type Bouclé
Content 85% Polyester, 15% Acrylic
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>9</td></tr>
  <tr><th>Type</th><td>Bouclé</td></tr>
  <tr><th>Content</th><td>85% Polyester, 15% Acrylic</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Quinn-Sand.jpg?v=1728318192&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Quinn-Sand.jpg?v=1728318192&width=1800""}","85% Polyester, 15% Acrylic","{""dateDownloaded"":""2026-01-26T15:23:13Z"",""probability"":0.9409511685}","Quinn - Sand","","7995459207354","","https://www.iconuph.com/products/quinn-sand"
"","{""name"":""grade"",""value"":""8""},{""name"":""type"",""value"":""Woven Texture""},{""name"":""content"",""value"":""96% Polyester, 4% Acrylic""},{""name"":""cleaning code"",""value"":""S (Solvent-Based Cleaner)""}","InStock","{""name"":""Queluz""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Queluz - Wheat Bread"",""url"":""https://www.iconuph.com/products/queluz-wheat-bread""}","https://www.iconuph.com/products/queluz-wheat-bread","","☆ Performance

Grade 8
Type Woven Texture
Content 96% Polyester, 4% Acrylic
Cleaning Code S (Solvent-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>8</td></tr>
  <tr><th>Type</th><td>Woven Texture</td></tr>
  <tr><th>Content</th><td>96% Polyester, 4% Acrylic</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        S
        
            (Solvent-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Queluz-WheatBread.jpg?v=1731958142&width=1800""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Queluz-WheatBread.jpg?v=1731958142&width=1800""}","96% Polyester, 4% Acrylic","{""dateDownloaded"":""2026-01-26T15:23:16Z"",""probability"":0.949062407}","Queluz - Wheat Bread","","7995459862714","","https://www.iconuph.com/products/queluz-wheat-bread"
"","{""name"":""grade"",""value"":""4""},{""name"":""type"",""value"":""Woven""},{""name"":""content"",""value"":""90% Polypropylene, 10% Polyester""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Rio""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Rio - Spinach"",""url"":""https://www.iconuph.com/products/rio-spinach""}","https://www.iconuph.com/products/rio-spinach","","☆ Performance

Grade 4
Type Woven
Content 90% Polypropylene, 10% Polyester
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>4</td></tr>
  <tr><th>Type</th><td>Woven</td></tr>
  <tr><th>Content</th><td>90% Polypropylene, 10% Polyester</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Rio-Spinach.jpg?v=1729527227&width=1200""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Rio-Spinach.jpg?v=1729527227&width=1200""}","90% Polypropylene, 10% Polyester","{""dateDownloaded"":""2026-01-26T15:23:19Z"",""probability"":0.9764953852}","Rio - Spinach","4","7995460354234","","https://www.iconuph.com/products/rio-spinach"
"","{""name"":""grade"",""value"":""5""},{""name"":""type"",""value"":""Woven""},{""name"":""content"",""value"":""100% Polypropylene""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Zen""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Zen - Linen"",""url"":""https://www.iconuph.com/products/zen-linen""}","https://www.iconuph.com/products/zen-linen","","☆ Performance

Grade 5
Type Woven
Content 100% Polypropylene
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>5</td></tr>
  <tr><th>Type</th><td>Woven</td></tr>
  <tr><th>Content</th><td>100% Polypropylene</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Zen-Linen.jpg?v=1713292941&width=3461""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Zen-Linen.jpg?v=1713292941&width=3461""}","100% Polypropylene","{""dateDownloaded"":""2026-01-26T15:23:32Z"",""probability"":0.9809890389}","Zen - Linen","5","6985378103482","","https://www.iconuph.com/products/zen-linen"
"","{""name"":""grade"",""value"":""5""},{""name"":""type"",""value"":""Woven""},{""name"":""content"",""value"":""100% Polypropylene""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Wooly-Bully""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Wooly Bully - Bleach"",""url"":""https://www.iconuph.com/products/wooly-bully-bleach""}","https://www.iconuph.com/products/wooly-bully-bleach","","☆ Performance

Grade 5
Type Woven
Content 100% Polypropylene
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>5</td></tr>
  <tr><th>Type</th><td>Woven</td></tr>
  <tr><th>Content</th><td>100% Polypropylene</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/WoolyBully-Bleach.jpg?v=1713292772&width=3437""}","{""url"":""https://www.iconuph.com/cdn/shop/files/WoolyBully-Bleach.jpg?v=1713292772&width=3437""}","100% Polypropylene","{""dateDownloaded"":""2026-01-26T15:23:39Z"",""probability"":0.9766739011}","Wooly Bully - Bleach","5","6985365192890","","https://www.iconuph.com/products/wooly-bully-bleach"
"","{""name"":""grade"",""value"":""5""},{""name"":""type"",""value"":""Woven""},{""name"":""content"",""value"":""100% Polypropylene""},{""name"":""cleaning code"",""value"":""W (Water-Based Cleaner)""}","InStock","{""name"":""Zen""}","{""name"":""Home"",""url"":""https://www.iconuph.com""},{""name"":""Zen - Bleach"",""url"":""https://www.iconuph.com/products/zen-bleach""}","https://www.iconuph.com/products/zen-bleach","","☆ Performance

Grade 5
Type Woven
Content 100% Polypropylene
Cleaning Code W (Water-Based Cleaner)

Image may vary from actual color/texture.
We recommend requesting a swatch prior to ordering to view in-person.
All fabrics may vary due to dye lot variations.

Please contact us to confirm stock prior to ordering,
which can change on a day-to-day basis.
Fabric can only be reserved once an order is placed.","<article>

<p>☆ Performance</p>

<table><tbody><tr><th>Grade</th><td>5</td></tr>
  <tr><th>Type</th><td>Woven</td></tr>
  <tr><th>Content</th><td>100% Polypropylene</td></tr>
  <tr>
    <th>Cleaning Code</th>
    <td>
      
        W
        
            (Water-Based Cleaner)
          
      
    </td>
  </tr>
</tbody></table>

<p><em>
    Image may vary from actual color/texture.
    <br><br>We recommend requesting a swatch prior to ordering to view in-person.
    <br><br>All fabrics may vary due to dye lot variations.
  </em></p>

<p>Please contact us to confirm stock prior to ordering,<br>which can change on a day-to-day basis.<br>Fabric can only be reserved once an order is placed.</p>

</article>","{""url"":""https://www.iconuph.com/cdn/shop/files/Zen-Bleach.jpg?v=1713292923&width=3455""}","{""url"":""https://www.iconuph.com/cdn/shop/files/Zen-Bleach.jpg?v=1713292923&width=3455""}","100% Polypropylene","{""dateDownloaded"":""2026-01-26T15:23:39Z"",""probability"":0.9694441557}","Zen - Bleach","5","6985378070714","","https://www.iconuph.com/products/zen-bleach"
